sampleID,nn_score,cent_dist,avg_dist,avg_dist_weighted,x_cent,y_cent,base_cent_dist,num_nn_averaged,init_num_nn,init_nn_score,per_diff_num_nn
sample_639,0.0027450980392156,0.1990987207511922,0.0720008834566797,0.0028185781772469,1.7955917227569818,6.133600771583912,0.1825320148209567,51,57,0.0499999999999999,0.1052631578947368
sample_748,0.0028301886792452,0.3061542306371997,0.074778995380361,0.0030407707716347,1.7837394492543837,6.122179909168558,0.305829611507997,53,56,0.0264285714285714,0.0535714285714285
sample_802,0.0035185185185185,0.1356406751263997,0.0787154911750754,0.0032496209799609,1.7817056859885188,6.113299864224074,0.1443983189037394,54,57,0.0366666666666666,0.0526315789473684
sample_905,0.0036363636363636,0.0461414129041791,0.0087031654133575,7.226981222345814e-05,-2.48306354371982,4.211180625430098,0.0628563750538236,11,12,0.015,0.0833333333333333
sample_1172,0.00375,0.0995319609732335,0.0309336702835358,0.0011310401314462,2.08993807789443,-5.921416259723452,0.0841820394827751,48,52,0.0526923076923076,0.0769230769230769
sample_994,0.0044680851063829,0.1514173998387427,0.0277125174679545,0.0009859128813823,2.0944959551399904,-5.923120636335596,0.1721828702450611,47,51,0.0252941176470588,0.0784313725490196
sample_470,0.0046153846153846,0.3414692506756387,0.0723405674268612,0.0028795259261962,1.7821944276068662,6.12349602541144,0.3539988095821859,52,58,0.0601724137931034,0.1034482758620689
sample_1123,0.0047058823529411,0.0661339996401787,0.0809681110860273,0.0010398743423701,0.5912935762920889,-1.3433528366093856,0.0547812355427614,17,34,0.4676470588235293,0.5
sample_1068,0.0048148148148148,0.3868363498029666,0.0763300321453979,0.0031484601759241,1.7857288425540705,6.117996547116773,0.3706730543587483,54,58,0.0274137931034482,0.0689655172413793
sample_299,0.0048936170212765,0.3294126116012388,0.0259142933785189,0.0009279273084094,2.0924471775379354,-5.933639359502646,0.3102400752512735,47,52,0.0621153846153846,0.0961538461538461
sample_660,0.0050943396226415,0.2958516935364663,0.0748946952120457,0.0030299105179385,1.7899307593500555,6.1231169992247825,0.2729452732676181,53,58,0.0408620689655172,0.0862068965517241
sample_335,0.0053703703703703,0.0957168370458557,0.0788918866402809,0.0032476241899502,1.7822806975431016,6.11571974464875,0.0947133803164485,54,57,0.0433333333333333,0.0526315789473684
sample_1259,0.0053703703703703,0.3917685149477847,0.076251691027288,0.0031423044327472,1.7851212531400114,6.1178806580529645,0.3734205054444997,54,57,0.0108771929824561,0.0526315789473684
sample_860,0.0055555555555555,0.1050556181568614,0.0379160411760953,0.0007764122223533,0.7380026053731462,-4.556169936853669,0.1187956743507702,27,45,0.3644444444444444,0.4
sample_22,0.0060869565217391,0.2056110744349414,0.0255817590940095,0.0008855217537456,2.0851670516370215,-5.919941795225184,0.2096822763141347,46,51,0.0558823529411764,0.0980392156862745
sample_1024,0.0064814814814814,0.3090624736836724,0.0772985254724798,0.0031763150896165,1.779221337983462,6.110388639009313,0.322246870237042,54,58,0.0486206896551724,0.0689655172413793
